index,dataset,dataset_key,data,model,data_link,model_link,split,part,openfwi_input
65,Style_A,style-a,data66.npy,model66.npy,https://www.googleapis.com/drive/v2/files/1yJVEwzfLXc69B4_KkZ7Wyz2SbLdcdavx,https://www.googleapis.com/drive/v2/files/1gR2fSK1KtSk2xgC_rPAq_hDBylif48_Q,train,14,style-a	/kaggle/input/waveform-inversion-14/Style_A/data/data66.npy	/kaggle/input/waveform-inversion-14/Style_A/model/model66.npy
66,Style_A,style-a,data67.npy,model67.npy,https://www.googleapis.com/drive/v2/files/16t1mgq2OKUxwOYpNtrqjhpYjj51o6fWH,https://www.googleapis.com/drive/v2/files/1tfns_myJn3_UvBYkmboT_Opk1-nu-kHF,train,14,style-a	/kaggle/input/waveform-inversion-14/Style_A/data/data67.npy	/kaggle/input/waveform-inversion-14/Style_A/model/model67.npy
67,Style_A,style-a,data68.npy,model68.npy,https://www.googleapis.com/drive/v2/files/11GmKAh7eg3xkezapIoxbEdzA1xiq9LIl,https://www.googleapis.com/drive/v2/files/1ENyYmvPNBnCgwE3cDdUQe7xmsjb0CBWo,train,14,style-a	/kaggle/input/waveform-inversion-14/Style_A/data/data68.npy	/kaggle/input/waveform-inversion-14/Style_A/model/model68.npy
68,Style_A,style-a,data69.npy,model69.npy,https://www.googleapis.com/drive/v2/files/1EHQWoWioiASk601I8bZ2cNPfK2XNufoB,https://www.googleapis.com/drive/v2/files/1Cy1AFHOaC_mn2qmDJXcdRm2Cz5IrADJX,train,14,style-a	/kaggle/input/waveform-inversion-14/Style_A/data/data69.npy	/kaggle/input/waveform-inversion-14/Style_A/model/model69.npy
69,Style_A,style-a,data70.npy,model70.npy,https://www.googleapis.com/drive/v2/files/1O_C1HYxWTW6X8lerTUf96YwKl0f_9TM4,https://www.googleapis.com/drive/v2/files/16qQkN-D6T6EkDAWJbYHQs9NH_zhyWT5q,train,14,style-a	/kaggle/input/waveform-inversion-14/Style_A/data/data70.npy	/kaggle/input/waveform-inversion-14/Style_A/model/model70.npy
65,Style_B,style-b,data66.npy,model66.npy,https://www.googleapis.com/drive/v2/files/1q7PYLW3Yh-d88dGocITvNB3caxB3egDI,https://www.googleapis.com/drive/v2/files/1-SXugr6KdjUD_CigjIdfzfK80H4A7aFB,train,14,style-b	/kaggle/input/waveform-inversion-14/Style_B/data/data66.npy	/kaggle/input/waveform-inversion-14/Style_B/model/model66.npy
66,Style_B,style-b,data67.npy,model67.npy,https://www.googleapis.com/drive/v2/files/1UtPlpMTDCHiRqvj8KCrRbZyUqHFtutaX,https://www.googleapis.com/drive/v2/files/165vnv5wTwQ2N_5WlocFyMFupicM03bX7,train,14,style-b	/kaggle/input/waveform-inversion-14/Style_B/data/data67.npy	/kaggle/input/waveform-inversion-14/Style_B/model/model67.npy
67,Style_B,style-b,data68.npy,model68.npy,https://www.googleapis.com/drive/v2/files/1Wkt1AW4hCwF8-VdI6C9UXlnj8Z2lcmJw,https://www.googleapis.com/drive/v2/files/13_T63OJXKoiRRmcdiEF9izTYgTW1emmW,train,14,style-b	/kaggle/input/waveform-inversion-14/Style_B/data/data68.npy	/kaggle/input/waveform-inversion-14/Style_B/model/model68.npy
68,Style_B,style-b,data69.npy,model69.npy,https://www.googleapis.com/drive/v2/files/1gNXgjmSpozQ2r3Erh_UipgdQyVBeBwKq,https://www.googleapis.com/drive/v2/files/1rogfBY4H4njUVtlNv3eSR271Dv4EpOZl,train,14,style-b	/kaggle/input/waveform-inversion-14/Style_B/data/data69.npy	/kaggle/input/waveform-inversion-14/Style_B/model/model69.npy
69,Style_B,style-b,data70.npy,model70.npy,https://www.googleapis.com/drive/v2/files/1X7YSIqVhMJw8F9r1hM8ux0gPkwSEvzPv,https://www.googleapis.com/drive/v2/files/1wnRl5wuPjsYVDtntvD8L0Y04igHo_I3W,train,14,style-b	/kaggle/input/waveform-inversion-14/Style_B/data/data70.npy	/kaggle/input/waveform-inversion-14/Style_B/model/model70.npy
56,CurveFault_A,curvefault-a,seis3_1_24.npy,vel3_1_24.npy,https://www.googleapis.com/drive/v2/files/1SlmKIqUH1z9nmP34wRHRbdohZBeiwIvY,https://www.googleapis.com/drive/v2/files/1h8v_sPCrmDCFaHqwTJC4dEXwmyfmEu1p,train,15,curvefault-a	/kaggle/input/waveform-inversion-15/CurveFault_A/seis3_1_24.npy	/kaggle/input/waveform-inversion-15/CurveFault_A/vel3_1_24.npy
57,CurveFault_A,curvefault-a,seis3_1_25.npy,vel3_1_25.npy,https://www.googleapis.com/drive/v2/files/1NseOxOnx4b9QbuPWLh5AbWoEtIFmX7r5,https://www.googleapis.com/drive/v2/files/1_JPvqlWdX5Ks3bMdH5tmGJf85hkwr3St,train,15,curvefault-a	/kaggle/input/waveform-inversion-15/CurveFault_A/seis3_1_25.npy	/kaggle/input/waveform-inversion-15/CurveFault_A/vel3_1_25.npy
58,CurveFault_A,curvefault-a,seis3_1_26.npy,vel3_1_26.npy,https://www.googleapis.com/drive/v2/files/12uh5rkr4HZlB9nVczksCAlZVCTgmdjeG,https://www.googleapis.com/drive/v2/files/1aMOY4eTIS2FZFpzgB2Z07bYX_ZmjvvRb,train,15,curvefault-a	/kaggle/input/waveform-inversion-15/CurveFault_A/seis3_1_26.npy	/kaggle/input/waveform-inversion-15/CurveFault_A/vel3_1_26.npy
59,CurveFault_A,curvefault-a,seis3_1_27.npy,vel3_1_27.npy,https://www.googleapis.com/drive/v2/files/1mIdbQ1cLI4e57ptkgviHUCgnY4yOZC2P,https://www.googleapis.com/drive/v2/files/1J9LzPSRqneqoCfZYOvdXsGu79YvtNGpM,train,15,curvefault-a	/kaggle/input/waveform-inversion-15/CurveFault_A/seis3_1_27.npy	/kaggle/input/waveform-inversion-15/CurveFault_A/vel3_1_27.npy
56,CurveFault_B,curvefault-b,seis7_1_24.npy,vel7_1_24.npy,https://www.googleapis.com/drive/v2/files/1XpL8P_BND-9muX_pSwYj6gN_XGnvCsja,https://www.googleapis.com/drive/v2/files/1t4je6cMaxPbNT0FUqub432VXLXeZgKj1,train,15,curvefault-b	/kaggle/input/waveform-inversion-15/CurveFault_B/seis7_1_24.npy	/kaggle/input/waveform-inversion-15/CurveFault_B/vel7_1_24.npy
57,CurveFault_B,curvefault-b,seis7_1_25.npy,vel7_1_25.npy,https://www.googleapis.com/drive/v2/files/1WirlipfuvBJQktHgJw1eXceMCI_9kRDu,https://www.googleapis.com/drive/v2/files/1HpFdrPETRj5mcq75oWGBYwmmI4IFUZAZ,train,15,curvefault-b	/kaggle/input/waveform-inversion-15/CurveFault_B/seis7_1_25.npy	/kaggle/input/waveform-inversion-15/CurveFault_B/vel7_1_25.npy
58,CurveFault_B,curvefault-b,seis7_1_26.npy,vel7_1_26.npy,https://www.googleapis.com/drive/v2/files/1rQsFYoJj2XFOFV3gM5l7v4uugkfy9Xo9,https://www.googleapis.com/drive/v2/files/1znMrE2zL2zHLTnajgzHNuMLHBaWG1yrw,train,15,curvefault-b	/kaggle/input/waveform-inversion-15/CurveFault_B/seis7_1_26.npy	/kaggle/input/waveform-inversion-15/CurveFault_B/vel7_1_26.npy
59,CurveFault_B,curvefault-b,seis7_1_27.npy,vel7_1_27.npy,https://www.googleapis.com/drive/v2/files/1HIhxMyp9mzt2XHKsyQ2Z7rYcsm1JcBHI,https://www.googleapis.com/drive/v2/files/1ojUVaiBgswMHytdcrAW0wNOzK1nr8Ywh,train,15,curvefault-b	/kaggle/input/waveform-inversion-15/CurveFault_B/seis7_1_27.npy	/kaggle/input/waveform-inversion-15/CurveFault_B/vel7_1_27.npy
28,CurveVel_A,curvevel-a,data29.npy,model29.npy,https://www.googleapis.com/drive/v2/files/1fxrvsfufnSLcWYeFVdq68fqzv96QERDX,https://www.googleapis.com/drive/v2/files/1dwSIHxPUQosSAtlbSPTEHfrEVN31zXFa,train,15,curvevel-a	/kaggle/input/waveform-inversion-15/CurveVel_A/data/data29.npy	/kaggle/input/waveform-inversion-15/CurveVel_A/model/model29.npy
29,CurveVel_A,curvevel-a,data30.npy,model30.npy,https://www.googleapis.com/drive/v2/files/1lpilFsF2bhEA1NgW8vMxcElyOAKGpHe_,https://www.googleapis.com/drive/v2/files/1MmMlJlLLfbhwvUZ30Q-gdAamnCPvpaL_,train,15,curvevel-a	/kaggle/input/waveform-inversion-15/CurveVel_A/data/data30.npy	/kaggle/input/waveform-inversion-15/CurveVel_A/model/model30.npy
28,CurveVel_B,curvevel-b,data29.npy,model29.npy,https://www.googleapis.com/drive/v2/files/1EnatiXgKu8jBDhQBYD1iFUFkoX2XZzoX,https://www.googleapis.com/drive/v2/files/1zJ3vPIBUAee_qWgce7Tcs4RX5u72VKPS,train,15,curvevel-b	/kaggle/input/waveform-inversion-15/CurveVel_B/data/data29.npy	/kaggle/input/waveform-inversion-15/CurveVel_B/model/model29.npy
29,CurveVel_B,curvevel-b,data30.npy,model30.npy,https://www.googleapis.com/drive/v2/files/1kL8PRExEwBebjTiunQkP8eJ9QOD4bS5G,https://www.googleapis.com/drive/v2/files/1DZ5eACu8CF6l7vd-hVnVtCHMHYkLXYhW,train,15,curvevel-b	/kaggle/input/waveform-inversion-15/CurveVel_B/data/data30.npy	/kaggle/input/waveform-inversion-15/CurveVel_B/model/model30.npy
56,FlatFault_A,flatfault-a,seis3_1_24.npy,vel3_1_24.npy,https://www.googleapis.com/drive/v2/files/1a_usvaNa7ze7ALfh2IrSL8LNHBkyZn8t,https://www.googleapis.com/drive/v2/files/1eDBuxj7IyW-7tGJ-jp6O3hhejnDTT0Lp,train,15,flatfault-a	/kaggle/input/waveform-inversion-15/FlatFault_A/seis3_1_24.npy	/kaggle/input/waveform-inversion-15/FlatFault_A/vel3_1_24.npy
57,FlatFault_A,flatfault-a,seis3_1_25.npy,vel3_1_25.npy,https://www.googleapis.com/drive/v2/files/1hSpj-VIqb7K8tZy9MTt2FLqfmuUr1k9F,https://www.googleapis.com/drive/v2/files/1HVHDRFrcuqalHvz3DNJNsc-jSaXu5Xcq,train,15,flatfault-a	/kaggle/input/waveform-inversion-15/FlatFault_A/seis3_1_25.npy	/kaggle/input/waveform-inversion-15/FlatFault_A/vel3_1_25.npy
58,FlatFault_A,flatfault-a,seis3_1_26.npy,vel3_1_26.npy,https://www.googleapis.com/drive/v2/files/1fRyB43YyWJpNrzBNA_D720Vl_5Vil1_F,https://www.googleapis.com/drive/v2/files/1ZcJHbA77pygTNAsN_lWjQe50JI3nWR33,train,15,flatfault-a	/kaggle/input/waveform-inversion-15/FlatFault_A/seis3_1_26.npy	/kaggle/input/waveform-inversion-15/FlatFault_A/vel3_1_26.npy
59,FlatFault_A,flatfault-a,seis3_1_27.npy,vel3_1_27.npy,https://www.googleapis.com/drive/v2/files/19NqjKW4Zg7k5Cqm0RPej3TDLdyTyge4S,https://www.googleapis.com/drive/v2/files/12R94DcFP7cbOh3zTaf9WZB4YRiHy97Dx,train,15,flatfault-a	/kaggle/input/waveform-inversion-15/FlatFault_A/seis3_1_27.npy	/kaggle/input/waveform-inversion-15/FlatFault_A/vel3_1_27.npy
56,FlatFault_B,flatfault-b,seis7_1_24.npy,vel7_1_24.npy,https://www.googleapis.com/drive/v2/files/10NbbxDzTmpNSadWjRFdlYv1HHptWEFhD,https://www.googleapis.com/drive/v2/files/16tcAqudXfFMIGBZVeEJXSc9UJqA1WVX1,train,15,flatfault-b	/kaggle/input/waveform-inversion-15/FlatFault_B/seis7_1_24.npy	/kaggle/input/waveform-inversion-15/FlatFault_B/vel7_1_24.npy
57,FlatFault_B,flatfault-b,seis7_1_25.npy,vel7_1_25.npy,https://www.googleapis.com/drive/v2/files/1MYgLgDp-FQhz3NLo3qS_cr39oHBfc5A0,https://www.googleapis.com/drive/v2/files/1F2wxkdPhg6JWoZ3IAJvuc8pwxVHTZa1a,train,15,flatfault-b	/kaggle/input/waveform-inversion-15/FlatFault_B/seis7_1_25.npy	/kaggle/input/waveform-inversion-15/FlatFault_B/vel7_1_25.npy
58,FlatFault_B,flatfault-b,seis7_1_26.npy,vel7_1_26.npy,https://www.googleapis.com/drive/v2/files/1EWHUVEr2Tj-D5e0e1MBIu_PeCbfIDYJw,https://www.googleapis.com/drive/v2/files/19-CZHetkM3v4SuNKxe9lv36Yp9sOJJ-w,train,15,flatfault-b	/kaggle/input/waveform-inversion-15/FlatFault_B/seis7_1_26.npy	/kaggle/input/waveform-inversion-15/FlatFault_B/vel7_1_26.npy
59,FlatFault_B,flatfault-b,seis7_1_27.npy,vel7_1_27.npy,https://www.googleapis.com/drive/v2/files/1qAaeVmbZsWQvpEobDzysuBLIUwVl2aCm,https://www.googleapis.com/drive/v2/files/1wBPOK55uGnFWlPuxpu9QfRnEJZIPZO7t,train,15,flatfault-b	/kaggle/input/waveform-inversion-15/FlatFault_B/seis7_1_27.npy	/kaggle/input/waveform-inversion-15/FlatFault_B/vel7_1_27.npy
28,FlatVel_A,flatvel-a,data29.npy,model29.npy,https://www.googleapis.com/drive/v2/files/1BQpzF9ef0o8z-b9mVN9F-pxYQOQxaqv3,https://www.googleapis.com/drive/v2/files/1AfFseaBX-EcbKJZa9B59EaI9WImJJ07b,train,15,flatvel-a	/kaggle/input/waveform-inversion-15/FlatVel_A/data/data29.npy	/kaggle/input/waveform-inversion-15/FlatVel_A/model/model29.npy
29,FlatVel_A,flatvel-a,data30.npy,model30.npy,https://www.googleapis.com/drive/v2/files/1qPRbbdeGtdfAah_p9IgbUsWdofUGN9yx,https://www.googleapis.com/drive/v2/files/1x5DQD0jEpO_p570SSKb2GgcZsRP5-CeC,train,15,flatvel-a	/kaggle/input/waveform-inversion-15/FlatVel_A/data/data30.npy	/kaggle/input/waveform-inversion-15/FlatVel_A/model/model30.npy
28,FlatVel_B,flatvel-b,data29.npy,model29.npy,https://www.googleapis.com/drive/v2/files/1W_YV3VMLjvrB_CwaGo2Fdu_AJsy5Wf-J,https://www.googleapis.com/drive/v2/files/1bu9BkXaeejSgwQ6cEmzpGNmO2G1u5h-T,train,15,flatvel-b	/kaggle/input/waveform-inversion-15/FlatVel_B/data/data29.npy	/kaggle/input/waveform-inversion-15/FlatVel_B/model/model29.npy
29,FlatVel_B,flatvel-b,data30.npy,model30.npy,https://www.googleapis.com/drive/v2/files/19DsHP06Lx2UoWx_LQj5u_qIiNTiwsSqr,https://www.googleapis.com/drive/v2/files/1hEYo0P0GJ0SBc-Pywqw-cTxYNGyLFfO2,train,15,flatvel-b	/kaggle/input/waveform-inversion-15/FlatVel_B/data/data30.npy	/kaggle/input/waveform-inversion-15/FlatVel_B/model/model30.npy
70,Style_A,style-a,data71.npy,model71.npy,https://www.googleapis.com/drive/v2/files/1Id5NL0ABguiyXQ_kunQyvA4WkrrrUh1B,https://www.googleapis.com/drive/v2/files/1oCPMzp2aotNqjruZo-9Bpb4P5r23cJXe,train,15,style-a	/kaggle/input/waveform-inversion-15/Style_A/data/data71.npy	/kaggle/input/waveform-inversion-15/Style_A/model/model71.npy
71,Style_A,style-a,data72.npy,model72.npy,https://www.googleapis.com/drive/v2/files/1kaEEBmoYt3jC5CgtN3czCtm-eEuoodj9,https://www.googleapis.com/drive/v2/files/1KrGRI2AEk3SXRjFdkZLDZFWbj3ZkIeQ1,train,15,style-a	/kaggle/input/waveform-inversion-15/Style_A/data/data72.npy	/kaggle/input/waveform-inversion-15/Style_A/model/model72.npy
72,Style_A,style-a,data73.npy,model73.npy,https://www.googleapis.com/drive/v2/files/15JHr51UqOg5Rz_RdoprCW6DFP-948eQA,https://www.googleapis.com/drive/v2/files/1f_vuCpw2rNmSRLwWpBXM8auAUjBWcCc9,train,15,style-a	/kaggle/input/waveform-inversion-15/Style_A/data/data73.npy	/kaggle/input/waveform-inversion-15/Style_A/model/model73.npy
73,Style_A,style-a,data74.npy,model74.npy,https://www.googleapis.com/drive/v2/files/1Bxyjfi_5sP-YxIGlvjou9m2iiifGnZOJ,https://www.googleapis.com/drive/v2/files/1YfNfOJDgvR9J9c-medOxghk8VGd7QrpU,train,15,style-a	/kaggle/input/waveform-inversion-15/Style_A/data/data74.npy	/kaggle/input/waveform-inversion-15/Style_A/model/model74.npy
74,Style_A,style-a,data75.npy,model75.npy,https://www.googleapis.com/drive/v2/files/1-kR6iGCk-HUWDZFFopcX5z0IjNhy0ZQq,https://www.googleapis.com/drive/v2/files/1_yiz4ofVE_cDCVf8Hpv3dD1s7h_ZD0Ni,train,15,style-a	/kaggle/input/waveform-inversion-15/Style_A/data/data75.npy	/kaggle/input/waveform-inversion-15/Style_A/model/model75.npy
70,Style_B,style-b,data71.npy,model71.npy,https://www.googleapis.com/drive/v2/files/19J_zKqsCbzTQL-BZk0nqg8AiMmLuNHWm,https://www.googleapis.com/drive/v2/files/1syCfThxziiPWfo9r9yzq46Sah_oFaqIx,train,15,style-b	/kaggle/input/waveform-inversion-15/Style_B/data/data71.npy	/kaggle/input/waveform-inversion-15/Style_B/model/model71.npy
71,Style_B,style-b,data72.npy,model72.npy,https://www.googleapis.com/drive/v2/files/1DP2PV5ht5k9rBdeuEzqw9RBBzVOKuwu_,https://www.googleapis.com/drive/v2/files/1ltNp26I9wz6DEjYdLt5nrhSGtrOlDSJS,train,15,style-b	/kaggle/input/waveform-inversion-15/Style_B/data/data72.npy	/kaggle/input/waveform-inversion-15/Style_B/model/model72.npy
72,Style_B,style-b,data73.npy,model73.npy,https://www.googleapis.com/drive/v2/files/17PITU8Hz8aAX1AMZUqFkfUmXoQWDVxkO,https://www.googleapis.com/drive/v2/files/1eNOZOfXW-3xINDIgCR_3SCYCR_ztXr9O,train,15,style-b	/kaggle/input/waveform-inversion-15/Style_B/data/data73.npy	/kaggle/input/waveform-inversion-15/Style_B/model/model73.npy
73,Style_B,style-b,data74.npy,model74.npy,https://www.googleapis.com/drive/v2/files/1CJoW8SF3CrOe6o8hlzrhkuXXp3-HTUf3,https://www.googleapis.com/drive/v2/files/1_l6FkjTp4ytb7UOsWbZmYklz3pYvA1a4,train,15,style-b	/kaggle/input/waveform-inversion-15/Style_B/data/data74.npy	/kaggle/input/waveform-inversion-15/Style_B/model/model74.npy
74,Style_B,style-b,data75.npy,model75.npy,https://www.googleapis.com/drive/v2/files/1CjLF-MD8Y_2RzNHSi8aUgIrjxy_90yFy,https://www.googleapis.com/drive/v2/files/1Ox9vFGupO4UtM-Fd8xJ4dJEaCSyW6PJ7,train,15,style-b	/kaggle/input/waveform-inversion-15/Style_B/data/data75.npy	/kaggle/input/waveform-inversion-15/Style_B/model/model75.npy
60,CurveFault_A,curvefault-a,seis3_1_28.npy,vel3_1_28.npy,https://www.googleapis.com/drive/v2/files/18k7tSJ2HFe8otS2ySnfQQw6hr_t2-gub,https://www.googleapis.com/drive/v2/files/1Qf6bmX-Ps4kZpY17YtH6qoVZRjnCOvTm,train,16,curvefault-a	/kaggle/input/waveform-inversion-16/CurveFault_A/seis3_1_28.npy	/kaggle/input/waveform-inversion-16/CurveFault_A/vel3_1_28.npy
61,CurveFault_A,curvefault-a,seis3_1_29.npy,vel3_1_29.npy,https://www.googleapis.com/drive/v2/files/11Q0ryl9I9P6L3rXUI0DeLJ6tQ_1WFpMp,https://www.googleapis.com/drive/v2/files/12erYrqL1cMFXx34eLWD0cVc_5gApbqaU,train,16,curvefault-a	/kaggle/input/waveform-inversion-16/CurveFault_A/seis3_1_29.npy	/kaggle/input/waveform-inversion-16/CurveFault_A/vel3_1_29.npy
62,CurveFault_A,curvefault-a,seis3_1_30.npy,vel3_1_30.npy,https://www.googleapis.com/drive/v2/files/1muSxm5yuXTgi0hFqqwfV8Vg93sIsdCtX,https://www.googleapis.com/drive/v2/files/16IiSKm7JZstkQWF1Kmjj_1ZLW_f6lJZy,train,16,curvefault-a	/kaggle/input/waveform-inversion-16/CurveFault_A/seis3_1_30.npy	/kaggle/input/waveform-inversion-16/CurveFault_A/vel3_1_30.npy
63,CurveFault_A,curvefault-a,seis3_1_31.npy,vel3_1_31.npy,https://www.googleapis.com/drive/v2/files/1SBQf5DwXEack0Y8tWCmRKBIkFa3l0x3m,https://www.googleapis.com/drive/v2/files/1J1GeAZMnBSWjqSEA_MTaYYmqE1dEoc-G,train,16,curvefault-a	/kaggle/input/waveform-inversion-16/CurveFault_A/seis3_1_31.npy	/kaggle/input/waveform-inversion-16/CurveFault_A/vel3_1_31.npy
60,CurveFault_B,curvefault-b,seis7_1_28.npy,vel7_1_28.npy,https://www.googleapis.com/drive/v2/files/1bAMPFxWVdWD0XYeAK5K__L63DHgW5stz,https://www.googleapis.com/drive/v2/files/1vthd6NCvOT0pNNGB7X3qVM5xvD54Fyai,train,16,curvefault-b	/kaggle/input/waveform-inversion-16/CurveFault_B/seis7_1_28.npy	/kaggle/input/waveform-inversion-16/CurveFault_B/vel7_1_28.npy
61,CurveFault_B,curvefault-b,seis7_1_29.npy,vel7_1_29.npy,https://www.googleapis.com/drive/v2/files/1XMNozK47hVcVvVOBRkDiFsfiu6raa93x,https://www.googleapis.com/drive/v2/files/1hB4NJEAP9fw6HPv5CvnAstPR17r-leXY,train,16,curvefault-b	/kaggle/input/waveform-inversion-16/CurveFault_B/seis7_1_29.npy	/kaggle/input/waveform-inversion-16/CurveFault_B/vel7_1_29.npy
62,CurveFault_B,curvefault-b,seis7_1_30.npy,vel7_1_30.npy,https://www.googleapis.com/drive/v2/files/1lvEAQMuUYEwx_nCnQsXXoEK8Nwsk35ZN,https://www.googleapis.com/drive/v2/files/11zN-boXDjNZKTmP0uBz_THoRaMdwsf2R,train,16,curvefault-b	/kaggle/input/waveform-inversion-16/CurveFault_B/seis7_1_30.npy	/kaggle/input/waveform-inversion-16/CurveFault_B/vel7_1_30.npy
63,CurveFault_B,curvefault-b,seis7_1_31.npy,vel7_1_31.npy,https://www.googleapis.com/drive/v2/files/1KG3laZlsfLCgPspjv5e8WGapVpIT8iTi,https://www.googleapis.com/drive/v2/files/1IxHdPQ0rwyC5M0OtSh353ADA8NBoCKEr,train,16,curvefault-b	/kaggle/input/waveform-inversion-16/CurveFault_B/seis7_1_31.npy	/kaggle/input/waveform-inversion-16/CurveFault_B/vel7_1_31.npy
30,CurveVel_A,curvevel-a,data31.npy,model31.npy,https://www.googleapis.com/drive/v2/files/1T44vHmaHWbUXY8coB4uzFliUKA1f7PBv,https://www.googleapis.com/drive/v2/files/1fBg86nVCzBMzIEQjLaiRrm2Ua1DzFNh0,train,16,curvevel-a	/kaggle/input/waveform-inversion-16/CurveVel_A/data/data31.npy	/kaggle/input/waveform-inversion-16/CurveVel_A/model/model31.npy
31,CurveVel_A,curvevel-a,data32.npy,model32.npy,https://www.googleapis.com/drive/v2/files/1uZHBm87vxYzhTWMmyC0cYokqfRqB-AJ3,https://www.googleapis.com/drive/v2/files/17ZrPMw4IHXUCXEZ4YwJ64gomIO75YAoe,train,16,curvevel-a	/kaggle/input/waveform-inversion-16/CurveVel_A/data/data32.npy	/kaggle/input/waveform-inversion-16/CurveVel_A/model/model32.npy
30,CurveVel_B,curvevel-b,data31.npy,model31.npy,https://www.googleapis.com/drive/v2/files/1rOrsr4LlWrWzs_Grf5yS1wHbn9tVl7vu,https://www.googleapis.com/drive/v2/files/1AWCKweZwm2Lu_SVspiXnPS9uBDXpN59x,train,16,curvevel-b	/kaggle/input/waveform-inversion-16/CurveVel_B/data/data31.npy	/kaggle/input/waveform-inversion-16/CurveVel_B/model/model31.npy
31,CurveVel_B,curvevel-b,data32.npy,model32.npy,https://www.googleapis.com/drive/v2/files/15rwzE5CCaJ_FomA93ZR0YkR5Sml5uckx,https://www.googleapis.com/drive/v2/files/1oQ72SwQlShnZWy1TII1SrKZ3kKmZkGIB,train,16,curvevel-b	/kaggle/input/waveform-inversion-16/CurveVel_B/data/data32.npy	/kaggle/input/waveform-inversion-16/CurveVel_B/model/model32.npy
60,FlatFault_A,flatfault-a,seis3_1_28.npy,vel3_1_28.npy,https://www.googleapis.com/drive/v2/files/1wJBdNvPw5hY3ARhmVtRTeB9aAVy6uaW6,https://www.googleapis.com/drive/v2/files/1z9VCwVekf9a4x7KkN3ZcqNk_sTIkQTFQ,train,16,flatfault-a	/kaggle/input/waveform-inversion-16/FlatFault_A/seis3_1_28.npy	/kaggle/input/waveform-inversion-16/FlatFault_A/vel3_1_28.npy
61,FlatFault_A,flatfault-a,seis3_1_29.npy,vel3_1_29.npy,https://www.googleapis.com/drive/v2/files/1-C3zk7Sw7mVsiyJR9QAASzhzkPyF_Ti4,https://www.googleapis.com/drive/v2/files/1Ubz9ihId-hKsKChoq-ATRLXbOZE5b6sb,train,16,flatfault-a	/kaggle/input/waveform-inversion-16/FlatFault_A/seis3_1_29.npy	/kaggle/input/waveform-inversion-16/FlatFault_A/vel3_1_29.npy
62,FlatFault_A,flatfault-a,seis3_1_30.npy,vel3_1_30.npy,https://www.googleapis.com/drive/v2/files/1mrwbS8-bBGceeM5ft9FchKj-QSd_4tme,https://www.googleapis.com/drive/v2/files/1Xl6MH3N9PfEzrEoPMisIy7LP36vvnVGX,train,16,flatfault-a	/kaggle/input/waveform-inversion-16/FlatFault_A/seis3_1_30.npy	/kaggle/input/waveform-inversion-16/FlatFault_A/vel3_1_30.npy
63,FlatFault_A,flatfault-a,seis3_1_31.npy,vel3_1_31.npy,https://www.googleapis.com/drive/v2/files/1_8qxZwsf5zEymPfOuaPLOKEbieitGNHg,https://www.googleapis.com/drive/v2/files/1LGOJxrJwLRy41mXUwCDotbEngD0IMHJq,train,16,flatfault-a	/kaggle/input/waveform-inversion-16/FlatFault_A/seis3_1_31.npy	/kaggle/input/waveform-inversion-16/FlatFault_A/vel3_1_31.npy
60,FlatFault_B,flatfault-b,seis7_1_28.npy,vel7_1_28.npy,https://www.googleapis.com/drive/v2/files/1a2OcHpMYGctitNYs7ID6y-GLm1F8CsjC,https://www.googleapis.com/drive/v2/files/1avyN0jFAyRX16WvoNB71qpy1QUxEmM-e,train,16,flatfault-b	/kaggle/input/waveform-inversion-16/FlatFault_B/seis7_1_28.npy	/kaggle/input/waveform-inversion-16/FlatFault_B/vel7_1_28.npy
61,FlatFault_B,flatfault-b,seis7_1_29.npy,vel7_1_29.npy,https://www.googleapis.com/drive/v2/files/1jLNIRWP_-XhvR0Deck4pEao4ymbCrFch,https://www.googleapis.com/drive/v2/files/1mU2qR4yq2PdASRb5IViyNWYAIpOLzlUf,train,16,flatfault-b	/kaggle/input/waveform-inversion-16/FlatFault_B/seis7_1_29.npy	/kaggle/input/waveform-inversion-16/FlatFault_B/vel7_1_29.npy
62,FlatFault_B,flatfault-b,seis7_1_30.npy,vel7_1_30.npy,https://www.googleapis.com/drive/v2/files/138z38X_CR1eo4n5aBzjjK38eDkDyWCvb,https://www.googleapis.com/drive/v2/files/1ozOuYh023xlz9uAe19QTg-9nj1Tr5t5b,train,16,flatfault-b	/kaggle/input/waveform-inversion-16/FlatFault_B/seis7_1_30.npy	/kaggle/input/waveform-inversion-16/FlatFault_B/vel7_1_30.npy
63,FlatFault_B,flatfault-b,seis7_1_31.npy,vel7_1_31.npy,https://www.googleapis.com/drive/v2/files/1633fh3qkXxqWbnZy-9vDQTYcYjPHCUSo,https://www.googleapis.com/drive/v2/files/11Tk93RbX9nNhCIfyAHl2qFMjZhwKKSvU,train,16,flatfault-b	/kaggle/input/waveform-inversion-16/FlatFault_B/seis7_1_31.npy	/kaggle/input/waveform-inversion-16/FlatFault_B/vel7_1_31.npy
30,FlatVel_A,flatvel-a,data31.npy,model31.npy,https://www.googleapis.com/drive/v2/files/1mWPLv2IFPJUkMtX0ZAVilNZeY0EqeXgx,https://www.googleapis.com/drive/v2/files/1YpH9v9tvxAZFCCYRiY05q0YYt3qz5ooo,train,16,flatvel-a	/kaggle/input/waveform-inversion-16/FlatVel_A/data/data31.npy	/kaggle/input/waveform-inversion-16/FlatVel_A/model/model31.npy
